sname;sname;dname;z
6296;Paloma ;Temecula Valley Unified;1.5552558673
6297;Pauba Valley ;Temecula Valley Unified;-0.3180742268
6298;Vintage Hills ;Temecula Valley Unified;0.6696155746
6299;Helen Hunt Jackson ;Temecula Valley Unified;0.9891608068
6300;Abby Reinke ;Temecula Valley Unified;-0.966988587
6302;Ysabel Barnett ;Temecula Valley Unified;-1.8974708024
4053;Cloverly ;Temple City Unified;0.6984534273
4054;Emperor ;Temple City Unified;0.5817111583
4055;La Rosa ;Temple City Unified;-1.783688925
4056;Longden ;Temple City Unified;1.5668664944
8584;Vineyard ;Templeton Unified;3.7077188381
517;Sierra Avenue ;Thermalito Union ;0.7643735099
10455;Three Rivers ;Three Rivers Union ;-0.8663694005
4065;John Adams ;Torrance Unified;2.6019207828
4066;Anza ;Torrance Unified;0.9448144791
4067;Arlington ;Torrance Unified;1.9749910148
4068;Joseph Arnold ;Torrance Unified;2.3414654452
4070;Evelyn Carr ;Torrance Unified;0.7418459235
4072;Edison ;Torrance Unified;0.5584627605
4073;Fern ;Torrance Unified;2.6596390629
4075;Hickory ;Torrance Unified;1.1759405654
4077;Lincoln ;Torrance Unified;0.4300750187
4081;Riviera ;Torrance Unified;1.0187307357
4082;Seaside ;Torrance Unified;-0.5395914019
4083;Torrance ;Torrance Unified;-0.4716316718
4084;Towers ;Torrance Unified;-0.6405556938
4085;Victor ;Torrance Unified;0.4404617862
4086;Walteria ;Torrance Unified;2.4445471084
4087;Howard Wood ;Torrance Unified;0.341230972
4088;Yukon ;Torrance Unified;-0.9834531517
8482;Primary Charter;Tracy Joint Unified;4.2253162
8484;George Kelly ;Tracy Joint Unified;-0.461095022
8491;Central ;Tracy Joint Unified;-2.5726374999
8493;McKinley ;Tracy Joint Unified;-3.4699818821
8494;North ;Tracy Joint Unified;-1.0072850433
8495;South/West Park ;Tracy Joint Unified;8.2482374445
8496;Louis J. Villalovoz ;Tracy Joint Unified;-0.7455184917
8497;Melville S. Jacobson ;Tracy Joint Unified;-1.9628151256
8498;Gladys Poet-Christian ;Tracy Joint Unified;-1.5851397551
8500;Louis A. Bohn ;Tracy Joint Unified;-1.885650608
8501;Wanda Hirsch ;Tracy Joint Unified;-0.5412761965
8503;Art Freiler;Tracy Joint Unified;-0.4634991549
9727;Center ;Travis Unified;-0.449935165
9729;Travis ;Travis Unified;0.9176982758
9730;Scandia ;Travis Unified;-5.4086032645
9731;Cambridge ;Travis Unified;-0.7399633982
9732;Foxboro ;Travis Unified;-0.9949355525
6763;Tres Pinos ;Tres Pinos Union ;-2.7142525292
1468;Trinidad ;Trinidad Union ;0.1701939583
10349;Weaverville ;Trinity Alps Unified;-1.0161681653
7204;Trona ;Trona Joint Unified;-0.9801612166
10462;Mission Valley ;Tulare City;0.9750178394
10464;Alpine Vista;Tulare City;-1.2686066439
10467;Frank Kohn ;Tulare City;-0.3709829488
10468;Garden ;Tulare City;2.3384481931
10473;Cypress ;Tulare City;0.5059205332
10474;Pleasant ;Tulare City;1.2240306328
10476;Heritage ;Tulare City;-0.2831354055
10353;Valley Life Charter;Tulare County Office of Education;-2.6603474932
10358;Eleanor Roosevelt Community Learning Center;Tulare County Office of Education;-0.8555051071
4787;Tulelake Basin ;Tulelake Basin Joint Unified;-0.4595818393
10586;Foothill Leadership Academy;Tuolumne County Superintendent of Schools;0.0130387817
10191;Sandra Tovar Medeiros ;Turlock Unified;0.6184725282
10192;Walnut  Education Center;Turlock Unified;1.9029158762
10199;Crowell ;Turlock Unified;-3.6034817141
10200;Cunningham ;Turlock Unified;0.2233836469
10201;Julien ;Turlock Unified;4.4728178996
10202;Osborn Two-Way Immersion Academy;Turlock Unified;1.4412314445
10204;Walter M. Brown ;Turlock Unified;-1.8492002773
10205;Dennis G. Earl ;Turlock Unified;-0.5591104969
5607;Hicks Canyon ;Tustin Unified;0.5793613646
5614;Benjamin F. Beswick ;Tustin Unified;1.0310406438
5618;Guin Foss ;Tustin Unified;1.2986536163
5621;Loma Vista ;Tustin Unified;4.8378413599
5622;Red Hill ;Tustin Unified;1.5654754682
5623;Marjorie Veeh ;Tustin Unified;-1.6073704874
5624;Barbara Benson ;Tustin Unified;0.0679793441
5625;Tustin Memorial ;Tustin Unified;1.213006922
5626;W. R. Nelson ;Tustin Unified;0.7192264595
5630;Tustin Ranch ;Tustin Unified;2.7304514013
5634;Myford ;Tustin Unified;2.6865123433
10620;Twain Harte;Twain Harte;-0.8261857632
9951;Sunridge Charter;Twin Hills Union ;-3.2898296194
9953;Apple Blossom;Twin Hills Union ;1.5196916372
6679;Community Outreach Academy;Twin Rivers Unified;-3.8986010079
6681;Regency Park ;Twin Rivers Unified;2.3635588366
6683;Creative Connections Arts Academy;Twin Rivers Unified;0.1110243348
6700;Smythe Academy of Arts and Sciences;Twin Rivers Unified;-0.6684714881
6704;Hazel Strauch ;Twin Rivers Unified;0.3250521394
6709;Warren A. Allison ;Twin Rivers Unified;-0.2241747379
6710;Dry Creek ;Twin Rivers Unified;-0.2917948711
6711;Frontier ;Twin Rivers Unified;-1.1373461206
6713;Hillsdale ;Twin Rivers Unified;0.3451904056
6717;Orchard ;Twin Rivers Unified;-1.4913555699
6718;Pioneer ;Twin Rivers Unified;-2.5282229815
6720;Village ;Twin Rivers Unified;-1.1174023512
6721;Westside ;Twin Rivers Unified;-1.0557325848
6728;Ridgepoint ;Twin Rivers Unified;-2.0674690263
6729;Foothill Oaks ;Twin Rivers Unified;0.7297617579
9955;Two Rock ;Two Rock Union;-0.9421170503
4604;Grace Hudson ;Ukiah Unified;1.7628372633
4605;River Oak Charter;Ukiah Unified;-4.4358847302
4611;Calpella ;Ukiah Unified;0.9491738408
4612;Frank Zeek ;Ukiah Unified;-0.3016960305
4616;Yokayo ;Ukiah Unified;1.1892144908
4617;Eagle Peak Middle;Ukiah Unified;-0.3363063079
4618;Tree of Life Charter;Ukiah Unified;0.3612183474
9358;Alta Vista ;Union ;1.5598145269
9359;Carlton ;Union ;4.8054813993
9362;Lietz ;Union ;2.9093173559
9363;Noddin ;Union ;4.2926014278
9364;Oster ;Union ;2.1765837444
5052;Union Hill ;Union Hill ;-3.0728276349
7317;Baldy View ;Upland Unified;-0.4913093653
7318;Cabrillo ;Upland Unified;-0.4316163492
7319;Citrus ;Upland Unified;-0.6443826803
7320;Foothill Knolls ;Upland Unified;0.0854328434
7321;Magnolia ;Upland Unified;-1.663355949
7323;Sierra Vista ;Upland Unified;0.3374411562
7324;Sycamore ;Upland Unified;-1.8780089085
7325;Upland ;Upland Unified;-2.4131155703
7327;Valencia ;Upland Unified;0.8289449565
7328;Pepper Tree ;Upland Unified;-0.979447806
2036;Upper Lake ;Upper Lake Union ;-0.6267057155
9735;Kairos Public School Vacaville Academy;Vacaville Unified;0.5577230744
9740;Alamo ;Vacaville Unified;-0.2480091187
9741;Edwin Markham ;Vacaville Unified;2.1322631983
9742;Eugene Padan ;Vacaville Unified;-0.8619510311
9743;Fairmont Charter ;Vacaville Unified;-2.3642250999
9744;Hemlock ;Vacaville Unified;1.283244762
9746;Orchard ;Vacaville Unified;1.1797056088
9748;Jean Callison ;Vacaville Unified;-1.4074903848
9749;Browns Valley ;Vacaville Unified;0.6487246177
9750;Cooper ;Vacaville Unified;0.7309626056
6326;Sierra Vista ;Val Verde Unified;-2.009747406
6329;Lasselle ;Val Verde Unified;0.4353556708
6330;Avalon ;Val Verde Unified;0.0177005488
6332;Triple Crown ;Val Verde Unified;0.6496045031
6334;May Ranch ;Val Verde Unified;0.7461725249
6339;Val Verde ;Val Verde Unified;-1.8838220034
6341;Victoriano ;Val Verde Unified;1.7683111819
6342;Mary McLeod Bethune ;Val Verde Unified;-0.8186533059
4091;New Temple;Valle Lindo ;-0.6801846481
552;Hazel Fischer ;Vallecito Union;2.5972705462
553;Albert A. Michelson ;Vallecito Union;-1.1388014477
9753;Vallejo Charter;Vallejo City Unified;0.5808528541
9758;Annie Pennycook ;Vallejo City Unified;-0.8200872178
9760;Johnston Cooper ;Vallejo City Unified;-2.5351783561
9761;Dan Mini ;Vallejo City Unified;-1.3318502269
9763;Mare Island Health and Fitness Academy;Vallejo City Unified;-0.3581442292
9764;Federal Terrace ;Vallejo City Unified;-3.0892663578
9765;Highland ;Vallejo City Unified;-1.1057201652
9767;Loma Vista Environmental Science Academy;Vallejo City Unified;-2.5261391446
9768;Steffan Manor ;Vallejo City Unified;-0.644914391
9775;Glen Cove ;Vallejo City Unified;-0.9016459996
9776;Joseph H. Wardlaw ;Vallejo City Unified;0.8201346591
8118;Lilac;Valley Center-Pauma Unified;-0.0311236638
8122;Pauma ;Valley Center-Pauma Unified;-0.4299069956
8125;Valley Center ;Valley Center-Pauma Unified;0.9925263504
10149;Valley Home ;Valley Home Joint ;-1.8841079062
10628;Ventura Charter School of Arts and Global Educatio;Ventura County Office of Education;-0.5219252859
10629;BRIDGES Charter;Ventura County Office of Education;-0.7896778496
10630;River Oaks Academy;Ventura County Office of Education;-0.2929626062
10776;Sunset ;Ventura Unified;-0.8016204235
10777;Blanche Reynolds ;Ventura Unified;1.1618470865
10778;E. P. Foster ;Ventura Unified;-3.417079106
10779;Elmhurst ;Ventura Unified;0.261326826
10780;Juanamaria ;Ventura Unified;4.407055489
10781;Junipero Serra ;Ventura Unified;1.6188746119
10782;Lincoln ;Ventura Unified;0.9808109127
10783;Loma Vista ;Ventura Unified;1.3482215657
10784;Montalvo ;Ventura Unified;0.7186935303
10785;Mound ;Ventura Unified;-1.1559466362
10786;Pierpont ;Ventura Unified;-0.5979363133
10787;Poinsettia ;Ventura Unified;0.9500158647
10788;Academy of Technology & Leadership at Saticoy;Ventura Unified;-0.5846791331
10789;Sheridan Way ;Ventura Unified;0.4473866582
10790;Will Rogers ;Ventura Unified;2.890381985
10795;Portola ;Ventura Unified;1.0985816311
10797;Citrus Glen ;Ventura Unified;3.2145998785
7206;Challenger School of Sports and Fitness;Victor ;-1.0238575825
7207;Galileo Academy 101;Victor ;-2.4486810011
7208;Endeavour School of Exploration;Victor ;-0.4204963627
7209;West Palms Conservatory;Victor ;1.0613509444
7211;Irwin Academy of Performing Arts;Victor ;0.3628566295
7212;Park View ;Victor ;-0.2502363681
7213;Village ;Victor ;-2.7684146887
7214;Sixth Street Prep;Victor ;-0.2927817611
7215;Liberty ;Victor ;-3.6705710183
7216;Mojave Vista ;Victor ;-2.2770984539
7217;Lomitas ;Victor ;-0.8963753877
7220;Brentwood ;Victor ;-0.8883236525
7221;Discovery School of the Arts;Victor ;-1.0158993658
7222;Mountain View Montessori Charter;Victor ;-1.3445773116
10486;Oak Grove ;Visalia Unified;1.4219545794
10487;Four Creeks ;Visalia Unified;-1.4423698857
10489;Cottonwood Creek ;Visalia Unified;0.9102239746
10490;Manuel F. Hernandez;Visalia Unified;0.8993318381
10492;Sycamore Valley Academy;Visalia Unified;0.6733416382
10493;Shannon Ranch ;Visalia Unified;-1.1227006006
10501;Conyer ;Visalia Unified;0.8914823887
10502;Crowley ;Visalia Unified;-0.3527729003
10504;Elbow Creek ;Visalia Unified;-1.1513035374
10505;Fairview ;Visalia Unified;-3.1366238504
10506;Goshen ;Visalia Unified;-5.081746188
10508;Highland ;Visalia Unified;-3.4166223931
10509;Houston ;Visalia Unified;-1.7834270504
10510;Ivanhoe ;Visalia Unified;-4.1893006937
10511;Mineral King ;Visalia Unified;-3.0247460768
10512;Mountain View ;Visalia Unified;0.3369248055
10513;Royal Oaks ;Visalia Unified;3.0351808329
10514;Crestwood ;Visalia Unified;1.2633584877
10515;Annie R. Mitchell;Visalia Unified;-0.842215915
10516;Veva Blunt ;Visalia Unified;-2.1549669001
10518;Willow Glen ;Visalia Unified;0.918123665
10520;Linwood ;Visalia Unified;0.7757227506
10521;Golden Oak ;Visalia Unified;-1.249002217
10522;Pinkham ;Visalia Unified;-1.4831421677
10523;Hurley ;Visalia Unified;0.6415444968
10525;Charter Home School Academy;Visalia Unified;-2.4645273915
8014;Temple Heights ;Vista Unified;-1.6445191176
8015;Hannalei ;Vista Unified;-0.3523324838
8025;Bella Mente Montessori Academy;Vista Unified;-0.0399292035
8031;Beaumont ;Vista Unified;0.1509461997
8034;Grapevine ;Vista Unified;-1.006412825
8035;Monte Vista ;Vista Unified;-0.0343901582
8037;Vista Academy of Visual and Performing Arts;Vista Unified;1.9101391382
8040;Casita Center for Science/Math/Technology;Vista Unified;2.0339478675
8041;Alamosa Park ;Vista Unified;3.1888740969
8043;Lake ;Vista Unified;0.9463908685
8044;Empresa ;Vista Unified;2.2249717898
8045;Breeze Hill ;Vista Unified;-0.2266654642
8046;Mission Meadows ;Vista Unified;0.975863335
8908;Vista de Las Cruces;Vista del Mar Union;-1.683919415
851;Buena Vista ;Walnut Creek ;4.5498389689
852;Indian Valley ;Walnut Creek ;1.839500748
853;Murwood ;Walnut Creek ;1.464651848
856;Walnut Heights ;Walnut Creek ;0.8439465027
4275;Castle Rock ;Walnut Valley Unified;1.3729280992
4276;Collegewood ;Walnut Valley Unified;0.3732145767
4277;Evergreen ;Walnut Valley Unified;0.2601489203
4279;Vejar ;Walnut Valley Unified;0.8341840795
4280;Walnut ;Walnut Valley Unified;0.6181385888
4281;Cyrus J. Morris ;Walnut Valley Unified;2.8518918121
4283;Maple Hill ;Walnut Valley Unified;-0.9738133124
4284;Quail Summit ;Walnut Valley Unified;-1.0083479094
4285;Leonard G. Westhoff ;Walnut Valley Unified;-0.9573570067
1882;Teresa Burke ;Wasco Union ;-1.7703970529
1884;Palm Avenue ;Wasco Union ;-2.481280212
1886;John L. Prueitt ;Wasco Union ;-1.7969904636
1246;Washington Colony ;Washington Colony ;-0.9557929085
1330;American Union ;Washington Unified;1.9084767001
10884;Stonegate ;Washington Unified;2.6650220358
10886;Riverbank ;Washington Unified;-1.7891600348
10889;Sacramento Valley Charter;Washington Unified;-0.7100515203
10895;Westmore Oaks ;Washington Unified;2.8814910845
10896;Southport ;Washington Unified;0.7341927147
10897;Bridgeway Island ;Washington Unified;1.3623998333
10185;Lucille Whitehead Intermediate;Waterford Unified;-0.1268883655
10188;Connecting Waters Charter;Waterford Unified;-1.0390398605
9957;Meadow ;Waugh ;3.0235663187
9958;Corona Creek ;Waugh ;2.5228983749
10527;Waukena Joint Union ;Waukena Joint Union ;1.8449347896
4740;Farmdale ;Weaver Union;-2.2302670047
4742;Pioneer ;Weaver Union;-2.3271291952
757;Richmond College Preparatory;West Contra Costa Unified;-2.2014322569
771;Collins ;West Contra Costa Unified;-2.0710834866
774;Ellerhorst ;West Contra Costa Unified;0.2789157707
776;Fairmont ;West Contra Costa Unified;0.9716640723
779;Harding ;West Contra Costa Unified;3.0595993519
780;Kensington ;West Contra Costa Unified;0.0115751626
783;Madera ;West Contra Costa Unified;0.7934113595
784;Mira Vista ;West Contra Costa Unified;2.054201057
785;Montalvin Manor ;West Contra Costa Unified;-2.0322012215
786;Murphy ;West Contra Costa Unified;-2.9826415923
788;Olinda ;West Contra Costa Unified;0.5345150428
791;Riverside ;West Contra Costa Unified;-4.3082140173
792;Shannon ;West Contra Costa Unified;-1.7393766074
793;Sheldon ;West Contra Costa Unified;-0.227297474
795;Stewart ;West Contra Costa Unified;-2.879678911
796;Tara Hills ;West Contra Costa Unified;-1.7526514802
797;Valley View ;West Contra Costa Unified;0.0126649488
799;Washington ;West Contra Costa Unified;2.9934970802
806;Lupine Hills ;West Contra Costa Unified;0.7953521764
807;Ohlone ;West Contra Costa Unified;0.7421329535
808;Hanna Ranch ;West Contra Costa Unified;0.0968489252
4101;California ;West Covina Unified;-2.3676824667
4102;Cameron ;West Covina Unified;0.2662533351
4104;Merced ;West Covina Unified;0.5602865859
4105;Merlinda ;West Covina Unified;0.0174313138
4106;Monte Vista ;West Covina Unified;-1.9782597849
4107;Orangewood ;West Covina Unified;1.0107965006
4108;San Jose Charter Academy;West Covina Unified;-1.5922764776
4109;Vine ;West Covina Unified;0.007740151
9960;West Side ;West Side Union ;-0.0781968359
5791;Twelve Bridges ;Western Placer Unified;-2.3765005833
5792;Foskett Ranch ;Western Placer Unified;-0.7814079038
5794;Lincoln Crossing ;Western Placer Unified;-0.5380009622
5800;Carlin C. Coppin ;Western Placer Unified;-0.8149057242
5801;Creekside Oaks ;Western Placer Unified;1.4288094014
5803;First Street;Western Placer Unified;4.4611548449
5554;Ada Clegg ;Westminster;-0.2951853489
5556;Schroeder ;Westminster;-0.0046039337
5557;Demille ;Westminster;2.7366647241
5559;Eastwood ;Westminster;0.5459265175
5560;Fryberger ;Westminster;0.1583936395
5561;Anderson ;Westminster;1.4735044088
5562;Meairs ;Westminster;0.6958330206
5563;Jessie Hayden ;Westminster;-0.1338327285
5564;Webber ;Westminster;-1.1624830592
5566;Schmitt ;Westminster;-0.6683305384
5568;Sequoia ;Westminster;0.6145218815
4113;Esperanza ;Westside Union ;-1.7348623943
4114;Anaverde Hills;Westside Union ;-2.1470441201
4115;Gregg Anderson Academy;Westside Union ;2.0096412336
4116;Del Sur Senior ;Westside Union ;-2.1830205647
4117;Leona Valley ;Westside Union ;-2.549104771
4118;Quartz Hill ;Westside Union ;-0.1789283466
4119;Valley View ;Westside Union ;-2.6157760306
4121;Rancho Vista ;Westside Union ;-0.5484642728
4122;Cottonwood ;Westside Union ;-0.8407537426
4124;Sundown ;Westside Union ;-1.592142552
10961;Lone Tree ;Wheatland;-0.0909748281
10962;Wheatland ;Wheatland;-0.8232731477
4128;Christian Sorensen ;Whittier City ;-1.4100896478
4129;Daniel Phelan ;Whittier City ;-0.8402765076
4131;Longfellow ;Whittier City ;-2.0458080226
4132;Lou Henry Hoover ;Whittier City ;-0.0280326743
4134;Mill ;Whittier City ;-1.69821715
4135;Wallen L. Andrews ;Whittier City ;-2.1756538178
4136;Orange Grove ;Whittier City ;-1.2574795116
4138;West Whittier ;Whittier City ;-1.4300065011
4154;Santa Clarita Valley International;William S. Hart Union High;-1.4939317038
571;Williams Upper ;Williams Unified;-1.4811020672
4629;Blosser Lane ;Willits Unified;1.8133501269
1357;Murdock ;Willows Unified;1.3486302023
9962;Wilson ;Wilmar Union ;2.5201715529
9988;Cali Calmecac Language Academy;Windsor Unified;4.5123978862
9989;Brooks ;Windsor Unified;0.8392658056
9991;Windsor Creek ;Windsor Unified;3.8530785464
10901;Winters ;Winters Joint Unified;0.9030191216
4744;Winfield ;Winton;0.9506329522
4745;Frank Sparkes ;Winton;-0.6396830586
4746;Sybil N. Crookham ;Winton;0.59642312
4365;Juan De Anza ;Wiseburn Unified;-0.6515222668
4366;Peter Burnett ;Wiseburn Unified;1.7025760074
10577;Castle Rock ;Woodlake Unified;-0.5981781092
10905;Science & Technology Academy at Knights Landing;Woodland Joint Unified;0.1993840751
10908;Beamer ;Woodland Joint Unified;0.6921821825
10909;Dingle ;Woodland Joint Unified;-0.0963242627
10910;Freeman ;Woodland Joint Unified;-1.6123203868
10911;Gibson ;Woodland Joint Unified;-0.9090959892
10913;Plainfield ;Woodland Joint Unified;1.9970467211
10914;Rhoda Maxwell ;Woodland Joint Unified;1.2253334791
10915;T. L. Whitehead ;Woodland Joint Unified;-0.6811945318
10917;Zamora ;Woodland Joint Unified;0.6531777718
10918;Woodland Prairie ;Woodland Joint Unified;-0.9303388216
10920;Ramon S. Tafoya ;Woodland Joint Unified;0.936538972
8799;Woodside ;Woodside ;3.9582279999
9964;Wright Charter;Wright ;-1.7158965923
9965;J. X. Wilson ;Wright ;-2.3240650503
9966;Robert L. Stevens ;Wright ;-0.6232500264
4451;Coarsegold ;Yosemite Unified;1.3897697703
4452;Rivergold ;Yosemite Unified;-1.2690753688
4453;Mountain Home Charter (Alternative);Yosemite Unified;-1.0283173426
9651;Evergreen ;Yreka Union ;0.4817178887
10242;Andros Karperos;Yuba City Unified;-1.8421686708
10243;Twin Rivers Charter;Yuba City Unified;-0.7086899356
10245;Riverbend ;Yuba City Unified;0.6299973865
10250;April Lane ;Yuba City Unified;-1.2346237821
10251;Barry ;Yuba City Unified;1.2683059745
10256;Lincoln ;Yuba City Unified;-0.7702214725
10257;Lincrest ;Yuba City Unified;-0.1954543763
10259;Tierra Buena ;Yuba City Unified;-0.1251991644
10260;Butte Vista ;Yuba City Unified;2.707154271
7237;Inland Leaders Charter;Yucaipa-Calimesa Joint Unified;-2.2346971639
7238;Chapman Heights ;Yucaipa-Calimesa Joint Unified;-0.8667955229
7240;Competitive Edge Charter Academy (CECA);Yucaipa-Calimesa Joint Unified;0.5477068235
7243;Calimesa ;Yucaipa-Calimesa Joint Unified;0.3861061075
7245;Valley ;Yucaipa-Calimesa Joint Unified;-1.9966626717
